Brand;Title;Kilometer;Gas Type;Gear Box;Year;Price
Mercedes-Benz;Mercedes-Benz C 180 d Avantgarde Aut.;136 000;Diesel;Automática;2018;19 900
Mercedes-Benz;Mercedes-Benz EQC 400 4Matic;8 100;Eléctrico;Automática;2023;56 900
Mercedes-Benz;Mercedes-Benz GLC 250 d AMG Line 4-Matic;345 000;Diesel;Automática;2015;24 950
Mercedes-Benz;Mercedes-Benz E 220 CDi Avantgarde;359 428;Diesel;Manual;2007;9 900
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;163 000;Diesel;Automática;2019;19 900
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;132 465;Diesel;Automática;2014;18 900
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake AMG Line;172 796;Diesel;Manual;2017;21 900
Mercedes-Benz;Mercedes-Benz C 350;161 495;Híbrido (Gasolina);Automática;2018;29 900
Mercedes-Benz;Mercedes-Benz A 180 CDI AMG Line;159 000;Diesel;Manual;2013;15 900
Mercedes-Benz;Mercedes-Benz GLC 300 de 4Matic;33 087;Híbrido Plug-In;Automática;2023;82 899
Mercedes-Benz;Mercedes-Benz CLA 200 Shooting Brake 7G-DCT Urban;120 000;Gasolina;Automática;2017;21 900
Mercedes-Benz;Mercedes-Benz A 200 AMG Line Aut.;22 912;Gasolina;Automática;2023;37 900
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde;22 500;Diesel;Automática;2023;49 900
Mercedes-Benz;Mercedes-Benz C 220 BlueTEC AMG Line Aut.;117 500;Diesel;Automática;2016;26 750
Mercedes-Benz;Mercedes-Benz A 170 CDi Avantgarde;248 031;Diesel;Manual;2001;3 200
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;19 021;Diesel;Automática;2022;42 900
Mercedes-Benz;Mercedes-Benz B 180 d Progressive;32 506;Diesel;Manual;2022;33 990
Mercedes-Benz;Mercedes-Benz B 180 CDi BlueEfficiency;189 000;Diesel;Manual;2013;13 990
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde;87 000;Diesel;Automática;2020;38 000
Mercedes-Benz;Mercedes-Benz C 300 BlueTEC Hybrid;189 206;Híbrido (Diesel);Automática;2015;22 900
Mercedes-Benz;Mercedes-Benz CLS 400;92 000;Diesel;Automática;2018;54 900
Mercedes-Benz;Mercedes-Benz 190 E 1.7;163 000;Gasolina;Manual;1991;6 500
Mercedes-Benz;Mercedes-Benz GLE 53 AMG 4Matic+ Speedshift TCT 9G Line Advanced Plus;49 300;Gasolina;Automática;2020;102 950
Mercedes-Benz;Mercedes-Benz A 200 AMG Line Aut.;19 192;Gasolina;Automática;2023;37 900
Mercedes-Benz;Mercedes-Benz EQC;23 700;Eléctrico;Manual;2020;47 000
Mercedes-Benz;Mercedes-Benz CLS 350 CDi BlueEfficiency;120 000;Diesel;Automática;2012;25 900
Mercedes-Benz;Mercedes-Benz C 220 (BlueTEC) d 7G-TRONIC Avantgarde;170 000;Diesel;Automática;2014;23 200
Mercedes-Benz;Mercedes-Benz E 250;155 000;Diesel;Automática;2013;26 490
Mercedes-Benz;Mercedes-Benz C 300 d AMG Line;38 894;Diesel;Automática;2022;52 490
Mercedes-Benz;Mercedes-Benz Viano 2.2 CDi Ambiente;288 184;Diesel;Manual;2010;27 850
Mercedes-Benz;Mercedes-Benz C 200 d AMG Line;99 000;Diesel;Manual;2017;24 450
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Style Plus Aut.;25 150;Diesel;Automática;2022;36 250
Mercedes-Benz;Mercedes-Benz SL 280;95 000;Gasolina;Manual;1969;165 000
Mercedes-Benz;Mercedes-Benz C 200 d Aut.;84 138;Diesel;Automática;2019;26 990
Mercedes-Benz;Mercedes-Benz CLA 200 Shooting Brake d 7G-DCT AMG Line;117 941;Diesel;Automática;2017;23 900
Mercedes-Benz;Mercedes-Benz GLA 250 e AMG Line;20 000;Híbrido Plug-In;Automática;2020;40 990
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;178 028;Diesel;Automática;2019;20 990
Mercedes-Benz;Mercedes-Benz A 250 e;16 500;Híbrido Plug-In;Automática;2023;39 250
Mercedes-Benz;Mercedes-Benz Vito Tourer 111 CDi/32;148 643;Diesel;Manual;2019;29 099
Mercedes-Benz;Mercedes-Benz SLK 250 CDi BE Aut.;62 000;Diesel;Automática;2014;26 900
Mercedes-Benz;Mercedes-Benz GLC 300 e 4Matic;93 852;Híbrido Plug-In;Automática;2020;38 750
Mercedes-Benz;Mercedes-Benz C 200 BlueTEC Avantgarde;122 000;Diesel;Manual;2015;21 900
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde;111 000;Diesel;Automática;2019;31 900
Mercedes-Benz;Mercedes-Benz GLA 200 d Progressive;75 000;Diesel;Automática;2020;38 750
Mercedes-Benz;Mercedes-Benz Vito Tourer 110 CDi/32;142 000;Diesel;Manual;2019;29 900
Mercedes-Benz;Mercedes-Benz CLA 45 AMG Shooting Brake 4-Matic;109 000;Gasolina;Automática;2015;34 490
Mercedes-Benz;Mercedes-Benz B 180 d Style Plus;71 500;Diesel;Manual;2019;20 900
Mercedes-Benz;Mercedes-Benz C 300;22 900;Diesel;Automática;2022;53 900
Mercedes-Benz;Mercedes-Benz A 250 Limousine e Progressive;30 387;Híbrido Plug-In;Automática;2022;31 000
Mercedes-Benz;Mercedes-Benz C 300 e Avantgarde;31 980;Híbrido Plug-In;Automática;2023;47 990
Mercedes-Benz;Mercedes-Benz B 250;32 890;Híbrido (Gasolina);Automática;2023;44 900
Mercedes-Benz;Mercedes-Benz EQB 250+ Edition;6 000;Eléctrico;Automática;2023;50 900
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Style Plus Aut.;29 600;Diesel;Automática;2023;36 950
Mercedes-Benz;Mercedes-Benz CLA 220 d Shooting Brake AMG Line Aut.;170 000;Diesel;Automática;2016;25 900
Mercedes-Benz;Mercedes-Benz GLA 220;113 000;Diesel;Automática;2018;29 999
Mercedes-Benz;Mercedes-Benz EQC 400 4Matic AMG Line;29 000;Eléctrico;Automática;2022;65 750
Mercedes-Benz;Mercedes-Benz AMG GT C;26 000;Gasolina;Automática;2017;165 000
Mercedes-Benz;Mercedes-Benz E 220 d Avantgarde;170 000;Diesel;Automática;2019;32 900
Mercedes-Benz;Mercedes-Benz A 200 AMG Line Aut.;23 400;Gasolina;Automática;2023;37 900
Mercedes-Benz;Mercedes-Benz A 200 Style Plus Aut.;3 042;Gasolina;Automática;2023;34 490
Mercedes-Benz;Mercedes-Benz A 180 d Progressive Aut.;167 834;Diesel;Automática;2019;21 990
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;35 000;Diesel;Automática;2021;32 990
Mercedes-Benz;Mercedes-Benz A 180 d Progressive Aut.;102 726;Diesel;Automática;2019;26 500
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;33 600;Diesel;Automática;2022;35 900
Mercedes-Benz;Mercedes-Benz G 400 d;70 120;Diesel;Automática;2021;186 900
Mercedes-Benz;Mercedes-Benz A 200 Progressive Aut.;7 000;Gasolina;Automática;2023;35 950
Mercedes-Benz;Mercedes-Benz GLE 450 d 4Matic;24 616;Diesel;Automática;2024;130 000
Mercedes-Benz;Mercedes-Benz C 250 D Esprit;425 000;Diesel;Manual;1995;3 490
Mercedes-Benz;Mercedes-Benz E 300 de;14 000;Híbrido Plug-In;Automática;2023;57 800
Mercedes-Benz;Mercedes-Benz GLC 300 e 4Matic;21 944;Híbrido Plug-In;Automática;2021;49 890
Mercedes-Benz;Mercedes-Benz GLC 350 e Exclusive 4-Matic;140 000;Híbrido Plug-In;Automática;2016;32 900
Mercedes-Benz;Mercedes-Benz C 220 CDI Coupe 7G-TRONIC Edition;199 000;Diesel;Automática;2016;29 990
Mercedes-Benz;Mercedes-Benz E 300 De Avantgarde 4Matic;57 950;Híbrido Plug-In;Automática;2019;34 900
Mercedes-Benz;Mercedes-Benz E 300 De AMG Line;127 407;Híbrido Plug-In;Automática;2019;35 990
Mercedes-Benz;Mercedes-Benz A 180 d Style Plus Aut.;98 024;Diesel;Automática;2020;26 500
Mercedes-Benz;Mercedes-Benz CLA 200;172 535;Diesel;Automática;2018;25 500
Mercedes-Benz;Mercedes-Benz GLA 180 d Urban Aut.;182 000;Diesel;Automática;2017;20 990
Mercedes-Benz;Mercedes-Benz A 180 CDI (BlueEFFICIENCY) Urban;166 344;Diesel;Manual;2016;16 500
Mercedes-Benz;Mercedes-Benz GLC 350 e 4Matic 7G-TRONIC;64 155;Híbrido Plug-In;Automática;2017;33 999
Mercedes-Benz;Mercedes-Benz A 200 Limousine d AMG Line Aut.;140 000;Diesel;Automática;2021;33 950
Mercedes-Benz;Mercedes-Benz C 180 d Station 9G-TRONIC AMG Line;145 000;Diesel;Automática;2017;22 950
Mercedes-Benz;Mercedes-Benz C 220 d Aut.;169 000;Diesel;Automática;2017;28 950
Mercedes-Benz;Mercedes-Benz E 220 d AMG Line;179 000;Diesel;Automática;2018;39 950
Mercedes-Benz;Mercedes-Benz A 180 d 7G-DCT AMG Line;109 000;Diesel;Automática;2019;27 950
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake AMG Line Aut.;82 736;Diesel;Automática;2020;35 990
Mercedes-Benz;Mercedes-Benz CLA 200 Style Plus Aut.;82 720;Gasolina;Automática;2019;28 990
Mercedes-Benz;Mercedes-Benz C 200 (BlueTEC) d Exclusive;174 130;Diesel;Manual;2016;26 950
Mercedes-Benz;Mercedes-Benz S 450 CDi;389 000;Diesel;Automática;2010;27 250
Mercedes-Benz;Mercedes-Benz A 180 d Style Plus Aut.;160 000;Diesel;Automática;2019;20 900
Mercedes-Benz;Mercedes-Benz CLA 180 (CDI) d AMG Line;212 013;Diesel;Manual;2015;24 950
Mercedes-Benz;Mercedes-Benz A 180 d Fleet Pack Style;174 120;Diesel;Manual;2017;16 700
Mercedes-Benz;Mercedes-Benz C 180 BlueTEC Avantgarde;178 100;Diesel;Manual;2015;20 950
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Business Solutions Aut.;65 515;Diesel;Automática;2021;31 350
Mercedes-Benz;Mercedes-Benz CLA 250 e Shooting Brake AMG Line;49;Híbrido Plug-In;Automática;2023;50 900
Mercedes-Benz;Mercedes-Benz C 300 e AMG Line;36 000;Híbrido Plug-In;Automática;2023;47 990
Mercedes-Benz;Mercedes-Benz GLC 220 d Coupé 4Matic;18 000;Diesel;Automática;2022;62 900
Mercedes-Benz;Mercedes-Benz CLK 220 CDi Avantgarde Aut.;155 600;Diesel;Automática;2006;15 450
Mercedes-Benz;Mercedes-Benz SL 350;108 000;Gasolina;Automática;2003;28 950
Mercedes-Benz;Mercedes-Benz A 200 CDi BE AMG Sport;152 620;Diesel;Manual;2013;16 250
Mercedes-Benz;Mercedes-Benz S 350 BlueTEC Longo;285 000;Diesel;Automática;2015;32 500
Mercedes-Benz;Mercedes-Benz E 300;75 000;Híbrido (Diesel);Automática;2021;37 980
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Progressive Aut.;156 794;Diesel;Automática;2020;24 900
Mercedes-Benz;Mercedes-Benz SL 55 AMG Standard;128 000;Gasolina;Automática;2002;48 250
Mercedes-Benz;Mercedes-Benz C 220 CDi Avantgarde BE Aut.;143 200;Diesel;Automática;2011;17 800
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;151 769;Diesel;Automática;2017;17 900
Mercedes-Benz;Mercedes-Benz C 200 d Station 9G-TRONIC AMG Line;154 190;Diesel;Automática;2019;29 900
Mercedes-Benz;Mercedes-Benz C 200 d AMG Line Aut.;104 188;Diesel;Automática;2018;26 980
Mercedes-Benz;Mercedes-Benz C 200 d Avantgarde Aut.;153 000;Diesel;Automática;2015;17 900
Mercedes-Benz;Mercedes-Benz C 300;216 200;Híbrido (Diesel);Automática;2019;26 000
Mercedes-Benz;Mercedes-Benz E 220 T BlueTEC 4Matic 7G-TRONIC Edition;226 000;Diesel;Automática;2015;22 500
Mercedes-Benz;Mercedes-Benz 190;400 000;Gasolina;Automática;1984;4 900
Mercedes-Benz;Mercedes-Benz S 320;155 000;Gasolina;Automática;2000;12 550
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Urban;148 387;Diesel;Manual;2017;18 800
Mercedes-Benz;Mercedes-Benz A 200;270 000;Diesel;Manual;2015;14 990
Mercedes-Benz;Mercedes-Benz C 250 BlueTEC AMG Line Aut.;332 800;Diesel;Automática;2014;18 700
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;59 915;Diesel;Automática;2019;27 980
Mercedes-Benz;Mercedes-Benz CLK 270;321 000;Diesel;Automática;2003;9 500
Mercedes-Benz;Mercedes-Benz E 250 CDi Elegance BlueEfficiency Auto;172 000;Diesel;Automática;2010;16 450
Mercedes-Benz;Mercedes-Benz C 300 de AMG Line;120 200;Híbrido Plug-In;Automática;2021;38 900
Mercedes-Benz;Mercedes-Benz E 300 De Avantgarde;48 900;Híbrido Plug-In;Automática;2021;40 000
Mercedes-Benz;Mercedes-Benz A 220 d AMG Line Aut.;173 000;Diesel;Automática;2016;26 900
Mercedes-Benz;Mercedes-Benz C 300 e AMG Line;120 000;Híbrido Plug-In;Automática;2020;36 900
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line;65 000;Diesel;Manual;2018;22 500
Mercedes-Benz;Mercedes-Benz C 320;274 331;Diesel;Manual;2008;9 000
Mercedes-Benz;Mercedes-Benz S 400 d 4-Matic;49 000;Diesel;Automática;2021;99 900
Mercedes-Benz;Mercedes-Benz E 250 CDi Avantgarde BE Auto;134 208;Diesel;Automática;2010;26 900
Mercedes-Benz;Mercedes-Benz C 200 Station d 9G-TRONIC;91 000;Diesel;Automática;2022;37 800
Mercedes-Benz;Mercedes-Benz E 53 AMG 4-Matic+;16 923;Híbrido (Gasolina);Automática;2021;81 890
Mercedes-Benz;Mercedes-Benz CLA 200 CDI Edition 1;161 000;Diesel;Manual;2014;18 700
Mercedes-Benz;Mercedes-Benz GLA 180 AMG Line Aut.;143 000;Gasolina;Automática;2019;26 990
Mercedes-Benz;Mercedes-Benz SLK 200 K Aut.;48 810;Gasolina;Automática;2009;22 890
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;116 482;Diesel;Automática;2018;23 800
Mercedes-Benz;Mercedes-Benz C 220 d AMG Line;41 251;Diesel;Automática;2022;53 900
Mercedes-Benz;Mercedes-Benz A 200 d AMG Line Aut.;78 000;Diesel;Automática;2019;29 990
Mercedes-Benz;Mercedes-Benz A 180 CDi BE Edition Style;200 802;Diesel;Manual;2016;15 900
Mercedes-Benz;Mercedes-Benz 250;71 000;Híbrido Plug-In;Automática;2021;34 850
Mercedes-Benz;Mercedes-Benz GLE 300 d 4Matic;108 381;Diesel;Automática;2019;61 990
Mercedes-Benz;Mercedes-Benz E 220 d AMG Line;37 856;Diesel;Automática;2022;57 490
Mercedes-Benz;Mercedes-Benz SLK 200 Standard;163 000;Gasolina;Manual;1997;10 950
Mercedes-Benz;Mercedes-Benz B 180 (CDI) d Urban;146 053;Diesel;Manual;2017;17 500
Mercedes-Benz;Mercedes-Benz GLA 45 AMG 4-Matic;197 000;Gasolina;Automática;2016;29 400
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Aut.;132 000;Diesel;Automática;2017;19 950
Mercedes-Benz;Mercedes-Benz A 160 CDi Avantgarde BlueEfficiency;172 871;Diesel;Manual;2011;9 900
Mercedes-Benz;Mercedes-Benz V 220 d Avantgarde Aut.;129 448;Diesel;Automática;2017;37 900
Mercedes-Benz;Mercedes-Benz C 220 d;74 000;Diesel;Automática;2020;35 900
Mercedes-Benz;Mercedes-Benz C 300 BlueTEC Hybrid AMG Line;160 000;Híbrido (Diesel);Automática;2016;25 950
Mercedes-Benz;Mercedes-Benz Vito Tourer 116 CDi/32 Pro Aut.;219 000;Diesel;Automática;2016;33 900
Mercedes-Benz;Mercedes-Benz GLC 300 e 4Matic;14 350;Híbrido Plug-In;Automática;2023;66 450
Mercedes-Benz;Mercedes-Benz A 180 d Style Plus Aut.;63 272;Diesel;Automática;2019;23 490
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;187 293;Diesel;Automática;2019;20 990
Mercedes-Benz;Mercedes-Benz A 180;110 000;Diesel;Manual;2017;18 999
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde;183 601;Diesel;Automática;2019;23 900
Mercedes-Benz;Mercedes-Benz E 220 CDi Avantgarde BE Auto.;342 000;Diesel;Automática;2012;12 900
Mercedes-Benz;Mercedes-Benz E 250 CDi Elegance BlueEfficiency Auto.;176 964;Diesel;Automática;2011;18 000
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake Progressive Aut.;80 000;Diesel;Automática;2020;31 990
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde Aut.;136 688;Diesel;Automática;2018;26 599
Mercedes-Benz;Mercedes-Benz CLK 200 Elegance;172 970;Gasolina;Manual;1999;8 900
Mercedes-Benz;Mercedes-Benz C 200 d Avantgarde Aut.;72 000;Diesel;Automática;2020;36 500
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake AMG Line Aut.;17 002;Diesel;Automática;2022;38 990
Mercedes-Benz;Mercedes-Benz CLA 180 d Style Aut.;58 049;Diesel;Automática;2020;28 990
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;52 572;Diesel;Automática;2018;25 990
Mercedes-Benz;Mercedes-Benz A 180 d Progressive Aut.;40 162;Diesel;Automática;2021;28 500
Mercedes-Benz;Mercedes-Benz A 250 e AMG Line;17 759;Híbrido Plug-In;Automática;2023;39 990
Mercedes-Benz;Mercedes-Benz GLC 250 d Coupé AMG Line 4-Matic;48 500;Diesel;Automática;2018;46 500
Mercedes-Benz;Mercedes-Benz GLC 300 de Coupé 4Matic;41 000;Híbrido Plug-In;Automática;2021;57 900
Mercedes-Benz;Mercedes-Benz C 63 AMG S;39 900;Gasolina;Automática;2018;84 990
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake Urban Aut.;126 582;Diesel;Automática;2020;29 990
Mercedes-Benz;Mercedes-Benz GLE 63 AMG S Coupé 4Matic;14 000;Gasolina;Automática;2016;109 000
Mercedes-Benz;Mercedes-Benz Citan 108 CDi/27;199 000;Diesel;Manual;2014;8 500
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake AMG Line Aut.;39 300;Diesel;Automática;2023;43 950
Mercedes-Benz;Mercedes-Benz CLA 250 e Shooting Brake AMG Line;138 000;Híbrido Plug-In;Automática;2021;31 490
Mercedes-Benz;Mercedes-Benz A 180;250 000;Diesel;Manual;2005;5 999
Mercedes-Benz;Mercedes-Benz E 350 CDi Elegance BlueEfficiency;270 000;Diesel;Automática;2010;16 999
Mercedes-Benz;Mercedes-Benz B 180 CDi Urban;210 000;Diesel;Manual;2015;14 999
Mercedes-Benz;Mercedes-Benz A 180 CDi BE Edition Urban;134 700;Diesel;Manual;2013;14 750
Mercedes-Benz;Mercedes-Benz A 200 CDi BE AMG Line;178 000;Diesel;Manual;2012;16 990
Mercedes-Benz;Mercedes-Benz A 250 Limousine e AMG Line;33 500;Híbrido Plug-In;Automática;2022;35 500
Mercedes-Benz;Mercedes-Benz C 220 CDI Coupe Edition;188 212;Diesel;Manual;2014;21 500
Mercedes-Benz;Mercedes-Benz C 220 CDi Avantgarde Aut.;293 055;Diesel;Automática;2008;11 900
Mercedes-Benz;Mercedes-Benz E 250 D Turbo;305 697;Diesel;Manual;1995;5 990
Mercedes-Benz;Mercedes-Benz GLC 250 d 4-Matic;125 000;Diesel;Automática;2016;34 000
Mercedes-Benz;Mercedes-Benz E 250 CDi Avantgarde BlueEfficiency Auto.;299 000;Diesel;Automática;2010;13 250
Mercedes-Benz;Mercedes-Benz AMG GT 53 4MATIC+;69 245;Gasolina;Automática;2020;96 990
Mercedes-Benz;Mercedes-Benz E 300 de Avantgarde;113 144;Híbrido Plug-In;Automática;2019;33 499
Mercedes-Benz;Mercedes-Benz E 200 d T 9G-TRONIC Avantgarde;190 000;Diesel;Automática;2017;25 950
Mercedes-Benz;Mercedes-Benz E 220 d 4-Matic All Terrain Avantgarde;144 000;Diesel;Automática;2017;35 900
Mercedes-Benz;Mercedes-Benz SLK 200;89 000;Gasolina;Manual;2011;22 500
Mercedes-Benz;Mercedes-Benz GLA 250 e AMG Line;6 382;Híbrido Plug-In;Automática;2021;42 000
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake Urban Aut.;110 000;Diesel;Automática;2018;21 990
Mercedes-Benz;Mercedes-Benz C 180 Elegance;199 300;Gasolina;Manual;1998;6 000
Mercedes-Benz;Mercedes-Benz A 160 Style;24 000;Gasolina;Manual;2022;27 650
Mercedes-Benz;Mercedes-Benz GLA 180 CDi Urban;158 000;Diesel;Manual;2015;18 490
Mercedes-Benz;Mercedes-Benz C 220;270 000;Diesel;Automática;2002;5 800
Mercedes-Benz;Mercedes-Benz CLA 180 Shooting Brake 7G-DCT AMG Line Advanced Plus;100 000;Gasolina;Automática;2020;37 990
Mercedes-Benz;Mercedes-Benz CLA 180 d Shooting Brake;173 153;Diesel;Manual;2018;18 950
Mercedes-Benz;Mercedes-Benz E 300;41 160;Híbrido Plug-In;Automática;2023;57 900
Mercedes-Benz;Mercedes-Benz E 220;25 979;Diesel;Automática;2023;57 500
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;129 000;Diesel;Automática;2019;28 900
Mercedes-Benz;Mercedes-Benz E 220 CDi Elegance BlueEfficiency Auto;67 556;Diesel;Automática;2013;29 950
Mercedes-Benz;Mercedes-Benz E 220 d Avantgarde 7L;65 600;Diesel;Automática;2018;37 500
Mercedes-Benz;Mercedes-Benz C 200 AMG Line Aut.;42 200;Gasolina;Automática;2020;37 500
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line;192 000;Diesel;Manual;2016;19 990
Mercedes-Benz;Mercedes-Benz GLA 250 e AMG Line;30 600;Híbrido Plug-In;Automática;2021;43 900
Mercedes-Benz;Mercedes-Benz A 180 d Urban Aut.;178 743;Diesel;Automática;2015;16 970
Mercedes-Benz;Mercedes-Benz A 250;12 595;Híbrido (Gasolina);Automática;2023;44 900
Mercedes-Benz;Mercedes-Benz EQA 250+ AMG Line;19 607;Eléctrico;Automática;2023;56 900
Mercedes-Benz;Mercedes-Benz E 220 CDi Avantgarde BlueEfficiency Auto;300 000;Diesel;Automática;2011;14 250
Mercedes-Benz;Mercedes-Benz A 250 Limousine e Progressive;30 387;Híbrido Plug-In;Automática;2022;31 000
Mercedes-Benz;Mercedes-Benz C 200 d AMG Line Aut.;96 056;Diesel;Automática;2020;33 450
Mercedes-Benz;Mercedes-Benz E 220 d AMG Line;94 090;Diesel;Automática;2019;49 900
Mercedes-Benz;Mercedes-Benz GLB 200 d AMG Line;132 621;Diesel;Automática;2020;42 900
Mercedes-Benz;Mercedes-Benz CLS 400 d 4Matic AMG Line;178 660;Diesel;Automática;2018;47 990
Mercedes-Benz;Mercedes-Benz C 220 d AMG Line;64 222;Diesel;Automática;2022;49 990
Mercedes-Benz;Mercedes-Benz C 180 d Aut.;53 194;Diesel;Automática;2018;25 970
Mercedes-Benz;Mercedes-Benz B 180;9 142;Diesel;Automática;2023;41 900
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;134 288;Diesel;Automática;2019;25 890
Mercedes-Benz;Mercedes-Benz GLC 300 de Coupé 4Matic;100 000;Híbrido Plug-In;Automática;2021;55 000
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake 8G-DCT Edition AMG Line;175 000;Diesel;Automática;2020;28 990
Mercedes-Benz;Mercedes-Benz CLA 180 d Business Solutions Aut.;75 272;Diesel;Automática;2019;26 770
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake AMG Line Aut.;81 296;Diesel;Automática;2020;36 890
Mercedes-Benz;Mercedes-Benz B 180 d AMG Line Aut.;54 630;Diesel;Automática;2020;29 990
Mercedes-Benz;Mercedes-Benz S 580 e Longo;35 000;Híbrido Plug-In;Automática;2021;127 250
Mercedes-Benz;Mercedes-Benz A 250;15 703;Híbrido (Gasolina);Automática;2023;38 900
Mercedes-Benz;Mercedes-Benz C 300 d AMG Line;19 812;Diesel;Automática;2023;53 900
Mercedes-Benz;Mercedes-Benz A 250 e AMG Line;11 260;Híbrido Plug-In;Automática;2023;46 987
Mercedes-Benz;Mercedes-Benz GLC 300;57 100;Híbrido (Diesel);Automática;2021;57 900
Mercedes-Benz;Mercedes-Benz A 180 d Style Plus Aut.;151 250;Diesel;Automática;2020;21 900
Mercedes-Benz;Mercedes-Benz A 180 d;182 603;Diesel;Manual;2017;20 950
Mercedes-Benz;Mercedes-Benz C 220 CDi Avantgarde;229 000;Diesel;Manual;2008;14 500
Mercedes-Benz;Mercedes-Benz C 300;6 543;Híbrido (Diesel);Automática;2023;63 900
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde Aut.;144 600;Diesel;Automática;2018;24 990
Mercedes-Benz;Mercedes-Benz A 180;95 887;Gasolina;Manual;2013;17 500
Mercedes-Benz;Mercedes-Benz S 63 AMG Standard;94 608;Gasolina;Automática;2015;94 950
Mercedes-Benz;Mercedes-Benz A 180 d Style Aut.;160 512;Diesel;Automática;2017;17 450
Mercedes-Benz;Mercedes-Benz E 250 CDi Elegance BlueEfficiency;223 725;Diesel;Manual;2009;14 890
Mercedes-Benz;Mercedes-Benz B 250 e;10 388;Híbrido Plug-In;Automática;2024;40 490
Mercedes-Benz;Mercedes-Benz A 180 d AMG Line Aut.;59 692;Diesel;Automática;2021;28 980
Mercedes-Benz;Mercedes-Benz CLA 220 (CDI) d 7G-DCT AMG Line;185 000;Diesel;Automática;2015;24 900
Mercedes-Benz;Mercedes-Benz C 220 d Aut.;127 000;Diesel;Automática;2017;30 990
Mercedes-Benz;Mercedes-Benz GLC 220 d Coupé 4Matic;30 406;Diesel;Automática;2021;57 980
Mercedes-Benz;Mercedes-Benz CLA 200 d Progressive Aut.;86 877;Diesel;Automática;2019;26 990
Mercedes-Benz;Mercedes-Benz E 300 de AMG Line 4Matic;119 980;Híbrido Plug-In;Automática;2020;32 990
Mercedes-Benz;Mercedes-Benz CLA 220 d Shooting Brake Urban Aut.;98 288;Diesel;Automática;2015;24 990
Mercedes-Benz;Mercedes-Benz EQA 250+ Progressive;10 800;Eléctrico;Automática;2022;43 490
Mercedes-Benz;Mercedes-Benz E 220 d Avantgarde+;83 092;Diesel;Automática;2018;29 990
Mercedes-Benz;Mercedes-Benz CLA 180 d AMG Line Aut.;18 569;Diesel;Automática;2023;49 500
Mercedes-Benz;Mercedes-Benz S 400 d 4Matic;37 490;Diesel;Automática;2023;128 500
Mercedes-Benz;Mercedes-Benz SL 320 Standard;114 000;Gasolina;Automática;1997;32 000
Mercedes-Benz;Mercedes-Benz 180;117 000;Diesel;Manual;1961;32 000
Mercedes-Benz;Mercedes-Benz E 300 de Exclusive Line;90 910;Híbrido Plug-In;Automática;2020;48 900
Mercedes-Benz;Mercedes-Benz C 250 D AMG Line Aut.;139 800;Diesel;Automática;2016;30 800
Mercedes-Benz;Mercedes-Benz CLA 200 d Shooting Brake 8G-DCT Edition AMG Line;75 000;Diesel;Automática;2021;38 950
Mercedes-Benz;Mercedes-Benz CLA 250 e Shooting Brake AMG Line;37 578;Híbrido Plug-In;Automática;2021;37 500
Mercedes-Benz;Mercedes-Benz C 220 (BlueTEC) d Station 7G-TRONIC Avantgarde;250 000;Diesel;Automática;2011;13 950
Mercedes-Benz;Mercedes-Benz C 220 d Avantgarde;29 957;Diesel;Automática;2021;45 990
