Brand;Title;Kilometer;Gas Type;Gear Box;Year;Price
Citroën;Citroën C5 X 1.2 PureTech Feel Pack EAT8;11 300;Gasolina;Automática;2023;28 300
Citroën;Citroën C3 1.4 HDi Exclusive;310 000;Diesel;Manual;2011;3 990
Citroën;Citroën C4 PureTech 110 Selection;99 000;Gasolina;Manual;2016;10 995
Citroën;Citroën Grand C4 Spacetourer 1.5 BlueHDi Feel EAT8;89 000;Diesel;Automática;2021;24 900
Citroën;Citroën C3 1.2 PureTech Feel;65 379;Gasolina;Manual;2017;13 990
Citroën;Citroën C4 1.2 PureTech Shine;36 006;Gasolina;Manual;2022;21 490
Citroën;Citroën C5 Aircross 1.5 BlueHDi Feel Pack;111 481;Diesel;Manual;2021;23 990
Citroën;Citroën C1 1.0 VTi Feel S&S;46 100;Gasolina;Manual;2019;10 000
Citroën;Citroën C3 1.5 BlueHDi Origins;53 000;Diesel;Manual;2021;16 950
Citroën;Citroën C1 1.0 Style;130 114;Gasolina;Manual;2009;5 500
Citroën;Citroën C1;155 000;Gasolina;Manual;2009;5 000
Citroën;Citroën e-Spacetourer M (75 kWh) Business Lounge;16 431;Eléctrico;Automática;2021;43 200
Citroën;Citroën ID 20;89 877;Gasolina;Manual;1970;23 300
Citroën;Citroën C1 1.0 VTi Shine;37 853;Gasolina;Manual;2021;12 790
Citroën;Citroën C4 Cactus 1.2 PureTech Feel;135 000;Gasolina;Manual;2015;8 999
Citroën;Citroën C4 Grand Picasso 1.6 HDi Exclusive CMP6;226 000;Diesel;Automática;2007;5 000
Citroën;Citroën e-C4 Shine;16 869;Eléctrico;Automática;2023;32 490
Citroën;Citroën C3;64 000;Gasolina;Manual;2011;7 200
Citroën;Citroën C4 Spacetourer;143 000;Diesel;Manual;2020;22 000
Citroën;Citroën C3 1.6 BlueHDi Collection;134 500;Diesel;Manual;2016;9 990
Citroën;Citroën C3 Picasso 1.6 HDi Airdream;175 804;Diesel;Manual;2009;6 900
Citroën;Citroën C1 1.0 SX;141 000;Gasolina;Manual;2006;4 350
Citroën;Citroën DS3 1.6 THP Racing;138 700;Gasolina;Manual;2012;14 490
Citroën;Citroën e-C4 Shine;19 000;Eléctrico;Automática;2022;26 500
Cupra;Cupra Formentor 1.5 TSI Sport DSG;663;Gasolina;Automática;2023;35 750
Cupra;Cupra Formentor;32 073;Híbrido Plug-In;Automática;2022;32 990
Cupra;Cupra Born 58 kWh;40;Eléctrico;Automática;2023;31 950
Cupra;Cupra Formentor 1.5 TSI;1;Gasolina;Manual;2024;37 666
Cupra;Cupra Formentor 1.5 TSI DSG;1;Gasolina;Automática;2024;40 691
Cupra;Cupra Ateca 2.0 TSI DSG VZ 4Drive;1;Gasolina;Automática;2024;64 559
Cupra;Cupra Born 58 kWh;32;Eléctrico;Automática;2023;31 950
Cupra;Cupra Formentor 1.5 TSI DSG;19 794;Gasolina;Automática;2022;33 250
Cupra;Cupra Formentor 1.5 TSI Sport;39 327;Gasolina;Manual;2023;28 590
Cupra;Cupra Formentor 1.5 TSI Sport DSG;23;Gasolina;Automática;2023;33 850
Cupra;Cupra Leon ST 1.5 eTSI MID DSG;28 477;Gasolina;Automática;2023;34 750
Cupra;Cupra Formentor 1.5 TSI Base;22 300;Gasolina;Manual;2023;31 990
Cupra;Cupra Formentor 1.5 TSI Base DSG;62 173;Gasolina;Automática;2022;28 999
Cupra;Cupra Leon 1.4 e-Hybrid VZ DSG;30 278;Híbrido Plug-In;Automática;2021;26 950
Cupra;Cupra Formentor 1.5 TSI Sport DSG;62 000;Gasolina;Automática;2021;26 990
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;39 000;Híbrido Plug-In;Automática;2022;28 890
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;27 000;Híbrido Plug-In;Automática;2022;32 500
Cupra;Cupra Formentor;19 140;Diesel;Manual;2022;32 950
Cupra;Cupra Formentor 1.4 e-Hybrid Plus DSG;27 000;Híbrido Plug-In;Automática;2022;29 250
Cupra;Cupra Born 58 kWh;9 101;Eléctrico;Automática;2023;40 480
Cupra;Cupra Formentor;4 000;Gasolina;Automática;2023;33 950
Cupra;Cupra Leon;12 950;Híbrido (Gasolina);Automática;2023;46 980
Cupra;Cupra Leon 1.4 e-Hybrid VZ DSG;10 950;Híbrido Plug-In;Automática;2023;44 780
Cupra;Cupra Born 58 kWh;15 932;Eléctrico;Automática;2023;31 900
Cupra;Cupra Formentor 1.5 TSI DSG;15 500;Gasolina;Automática;2023;29 900
Cupra;Cupra Born 58 kWh Plus;11 015;Eléctrico;Automática;2022;31 950
Cupra;Cupra Formentor 1.5 TSI DSG;77 564;Gasolina;Automática;2022;27 999
Cupra;Cupra Formentor;800;Híbrido (Gasolina);Automática;2024;37 500
Cupra;Cupra Formentor 2.0 TDI Sport;58 000;Diesel;Manual;2022;31 900
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;36 571;Híbrido Plug-In;Automática;2022;31 990
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;69 713;Híbrido Plug-In;Automática;2022;31 990
Cupra;Cupra Formentor 1.5 TSI DSG;34 000;Gasolina;Automática;2023;29 990
Cupra;Cupra Formentor 1.5 TSI DSG;4 000;Gasolina;Automática;2024;34 500
Cupra;Cupra Formentor;10 650;Híbrido Plug-In;Automática;2022;33 850
Cupra;Cupra Formentor 2.0 TSI DSG 4Drive VZ;62 000;Gasolina;Automática;2021;38 750
Cupra;Cupra Formentor 1.5 TSI Sport;48 234;Gasolina;Manual;2023;28 590
Cupra;Cupra Formentor 1.5 TSI Base DSG;32 015;Gasolina;Automática;2023;33 900
Cupra;Cupra Formentor 1.5 TSI DSG;28 842;Gasolina;Automática;2023;29 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;39 000;Híbrido Plug-In;Automática;2021;32 990
Cupra;Cupra Born 58 kWh;5 500;Eléctrico;Automática;2023;38 500
Cupra;Cupra Formentor 1.5 TSI DSG;14 000;Gasolina;Automática;2023;33 500
Cupra;Cupra Formentor 1.5 TSI Base DSG;69 845;Gasolina;Automática;2022;28 999
Cupra;Cupra Leon ST 1.5 eTSI MID DSG;9 000;Gasolina;Automática;2023;34 750
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;12 700;Híbrido Plug-In;Automática;2024;43 990
Cupra;Cupra Formentor 1.5 TSI DSG;18 195;Gasolina;Automática;2023;35 300
Cupra;Cupra Formentor 1.5 TSI;15 000;Gasolina;Manual;2023;29 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;20 578;Híbrido Plug-In;Automática;2022;32 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;26 900;Híbrido Plug-In;Automática;2022;29 990
Cupra;Cupra Formentor 1.5 TSI;7 000;Gasolina;Manual;2023;33 980
Cupra;Cupra Formentor 1.5 TSI DSG;66 137;Gasolina;Automática;2022;28 999
Cupra;Cupra Leon ST;4 500;Gasolina;Automática;2024;39 990
Cupra;Cupra Formentor 1.5 TSI Base DSG;39 954;Gasolina;Automática;2022;31 500
Cupra;Cupra Formentor 2.0 TDI;350;Diesel;Manual;2024;38 500
Cupra;Cupra Formentor 1.4 e-Hybrid Base DSG;23 000;Híbrido Plug-In;Automática;2022;31 900
Cupra;Cupra Leon ST;50;Diesel;Automática;2024;36 900
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;20 000;Híbrido Plug-In;Automática;2022;36 500
Cupra;Cupra Formentor 1.5 TSI;54 440;Gasolina;Manual;2023;27 390
Cupra;Cupra Formentor 2.0 TDI Sport;32 338;Diesel;Manual;2022;32 800
Cupra;Cupra Formentor 1.5 TSI Sport DSG;26 180;Gasolina;Automática;2022;28 490
Cupra;Cupra Leon ST 1.4 e-Hybrid VZ DSG;20 000;Híbrido Plug-In;Automática;2022;31 500
Cupra;Cupra Born 58 kWh;10;Eléctrico;Automática;2023;31 950
Cupra;Cupra Formentor 1.5 TSI DSG;1;Gasolina;Automática;2023;32 900
Cupra;Cupra Formentor 1.5 TSI DSG;16 000;Gasolina;Automática;2023;27 990
Cupra;Cupra Leon 1.5 TSI MID;2 045;Gasolina;Manual;2023;28 900
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;34 618;Híbrido Plug-In;Automática;2021;33 990
Cupra;Cupra Leon 1.4 e-Hybrid DSG;36 895;Híbrido Plug-In;Automática;2022;28 900
Cupra;Cupra Leon 1.4 e-Hybrid DSG;14 000;Híbrido Plug-In;Automática;2022;28 990
Cupra;Cupra Leon 1.4 e-Hybrid VZ DSG;18 009;Híbrido Plug-In;Automática;2022;28 990
Cupra;Cupra Formentor;25 000;Gasolina;Manual;2022;29 900
Cupra;Cupra Born 58 kWh;19 300;Eléctrico;Automática;2022;30 295
Cupra;Cupra Formentor 1.5 TSI Sport DSG;40 241;Gasolina;Automática;2022;29 990
Cupra;Cupra Formentor 2.5 TSI DSG 4Drive VZ5;22 500;Gasolina;Automática;2022;64 990
Cupra;Cupra Formentor 1.5 TSI DSG;1 600;Gasolina;Automática;2024;34 800
Cupra;Cupra Leon ST 1.4 e-Hybrid MID DSG;20 988;Híbrido Plug-In;Automática;2023;35 990
Cupra;Cupra Formentor 1.5 TSI DSG;17 300;Gasolina;Automática;2023;29 990
Cupra;Cupra Leon ST 2.0 TSI 4Drive DSG VZ;90 000;Gasolina;Automática;2021;38 900
Cupra;Cupra Formentor;500;Híbrido (Gasolina);Automática;2024;36 950
Cupra;Cupra Formentor;21 627;Gasolina;Automática;2023;33 900
Cupra;Cupra Formentor 1.5 TSI Sport DSG;15 000;Gasolina;Automática;2023;31 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;27 356;Híbrido Plug-In;Automática;2022;32 990
Cupra;Cupra Formentor 1.5 TSI Sport DSG;9 000;Gasolina;Automática;2023;34 990
Cupra;Cupra Formentor 1.5 TSI;28 544;Gasolina;Manual;2022;29 990
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;11 674;Híbrido Plug-In;Automática;2023;40 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;32 000;Híbrido Plug-In;Automática;2022;31 500
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;17 000;Híbrido Plug-In;Automática;2022;29 750
Cupra;Cupra Tavascan;800;Eléctrico;Automática;2024;61 000
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;23 000;Híbrido Plug-In;Automática;2022;29 500
Cupra;Cupra Born 77 kWh e-Boost;24 000;Eléctrico;Automática;2023;36 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;29 000;Híbrido Plug-In;Automática;2022;29 900
Cupra;Cupra Born 58 kWh;32 343;Eléctrico;Automática;2022;28 990
Cupra;Cupra Formentor 1.5 TSI Sport DSG;13 000;Gasolina;Automática;2024;34 750
Cupra;Cupra Formentor 1.5 TSI DSG;11 500;Gasolina;Automática;2023;31 900
Cupra;Cupra Formentor 1.5 TSI DSG;69 769;Gasolina;Automática;2022;28 999
Cupra;Cupra Leon;300;Híbrido (Gasolina);Automática;2024;38 900
Cupra;Cupra Born 58 kWh;9 610;Eléctrico;Automática;2023;34 500
Cupra;Cupra Born;18 900;Eléctrico;Automática;2022;29 750
Cupra;Cupra Formentor 1.4 e-Hybrid DSG;21 678;Híbrido Plug-In;Automática;2022;28 750
Cupra;Cupra Born 77 kWh e-Boost;36 900;Eléctrico;Automática;2022;36 750
Cupra;Cupra Born 58 kWh;31 500;Eléctrico;Automática;2023;32 890
Cupra;Cupra Formentor 1.5 TSI Base;28 776;Gasolina;Manual;2022;28 970
Cupra;Cupra Formentor 1.4 e-Hybrid Plus DSG;34 000;Híbrido Plug-In;Automática;2022;31 000
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;70 000;Híbrido Plug-In;Automática;2021;28 950
Cupra;Cupra Leon 1.4 e-Hybrid VZ DSG;48 000;Híbrido Plug-In;Automática;2021;29 990
Cupra;Cupra Born 77 kWh e-Boost;26 150;Eléctrico;Automática;2023;37 500
Cupra;Cupra Leon ST;6;Híbrido (Gasolina);Automática;2024;41 500
Cupra;Cupra Leon ST 2.0 TDI MID DSG;200;Diesel;Automática;2024;38 500
Cupra;Cupra Leon 1.4 e-Hybrid VZ DSG;30 000;Híbrido Plug-In;Automática;2022;29 900
Cupra;Cupra Formentor 1.5 TSI DSG;68 235;Gasolina;Automática;2022;28 999
Cupra;Cupra Formentor 1.5 TSI DSG;77 425;Gasolina;Automática;2022;29 490
Cupra;Cupra Formentor 1.5 TSI DSG;32 456;Gasolina;Automática;2023;32 300
Cupra;Cupra Formentor 2.0 TDI Sport;157 000;Diesel;Manual;2021;24 990
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;28 000;Híbrido Plug-In;Automática;2022;33 750
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;27 500;Híbrido Plug-In;Automática;2022;34 500
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;9 000;Híbrido Plug-In;Automática;2023;37 500
Cupra;Cupra Formentor 2.0 TDI Plus;44 000;Diesel;Manual;2023;32 490
Cupra;Cupra Formentor 1.4 e-Hybrid DSG VZ;15 000;Híbrido Plug-In;Automática;2023;37 250
Cupra;Cupra Born 58 kWh;10 000;Eléctrico;Automática;2023;33 900
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;35 000;Híbrido Plug-In;Automática;2022;29 500
Cupra;Cupra Born 77 kWh e-Boost;11 800;Eléctrico;Automática;2023;39 950
Cupra;Cupra Born 58 kWh;19 000;Eléctrico;Automática;2023;32 900
Cupra;Cupra Born 77 kWh e-Boost;37 500;Eléctrico;Automática;2022;38 900
Cupra;Cupra Born 58 kWh;22 500;Eléctrico;Automática;2022;33 890
Cupra;Cupra Ateca VZ 2.0 TSI 4Drive DSG;40 000;Gasolina;Automática;2020;41 900
Cupra;Cupra Born;15 575;Eléctrico;Automática;2022;36 900
Cupra;Cupra Born 58 kWh;49 674;Eléctrico;Automática;2022;28 890
Cupra;Cupra Born 58 kWh;22 320;Eléctrico;Automática;2023;35 900
Cupra;Cupra Formentor 1.5 TSI DSG;65 370;Gasolina;Automática;2022;28 999
Cupra;Cupra Formentor 1.4 e-Hybrid Sport DSG;14 800;Híbrido Plug-In;Automática;2023;32 500
Cupra;Cupra Formentor 1.5 TSI DSG;69 786;Gasolina;Automática;2022;28 999
Cupra;Cupra Born 58 kWh;11 424;Eléctrico;Automática;2023;34 500
Cupra;Cupra Born 58 kWh e-Boost Plus;15 000;Eléctrico;Automática;2023;39 990
Dacia;Dacia Duster 1.5 Blue dCi Comfort 4WD;231 836;Diesel;Manual;2018;14 990
Dacia;Dacia Duster Blue dCi 115 2WD Prestige;78 000;Diesel;Manual;2019;18 490
Dacia;Dacia Duster 1.0 TCe Prestige;85 700;Gasolina;Manual;2020;16 490
Dacia;Dacia Sandero Stepway TCe 90 Prestige;94 360;Gasolina;Manual;2015;10 997
Dacia;Dacia Spring Electric 45 Comfort;52 000;Eléctrico;Automática;2020;10 900
Dacia;Dacia Sandero Stepway TCe 90 (S&S) Celebration;79 000;Gasolina;Manual;2019;11 950
Dacia;Dacia Duster 1.5 Blue dCi Prestige;22 440;Diesel;Manual;2021;21 250
Dacia;Dacia Sandero 1.5 dCi Stepway;99 335;Diesel;Manual;2018;12 900
Dacia;Dacia Duster 1.0 TCe ECO-G Journey Bi-Fuel;20 130;GPL;Manual;2023;20 950
Dacia;Dacia Sandero 0.9 TCe Stepway;55 597;Gasolina;Manual;2019;11 800
Dacia;Dacia Spring Electric 45 Comfort Plus;26 500;Eléctrico;Automática;2021;11 900
Dacia;Dacia Sandero 1.0 SCe Pack;10 600;Gasolina;Manual;2017;10 500
Dacia;Dacia Sandero 0.9 TCe Stepway;157 000;Gasolina;Manual;2015;9 990
Dacia;Dacia Sandero 1.0 TCe Stepway Expression;41 000;Gasolina;Manual;2023;17 490
Dacia;Dacia Sandero 1.0 TCe Stepway Comfort;30 500;Gasolina;Manual;2022;16 490
Dacia;Dacia Duster 1.5 dCi SL Explorer;156 000;Diesel;Manual;2018;13 890
Dacia;Dacia Sandero 1.0 SCe Essential;48 449;Gasolina;Manual;2022;13 990
Dacia;Dacia Sandero 1.0 TCe Stepway Comfort;59 860;Gasolina;Manual;2022;15 990
Dacia;Dacia Sandero 1.0 TCe Comfort;59 546;Gasolina;Manual;2022;14 490
Dacia;Dacia Sandero 1.0 SCe Essential;47 084;Gasolina;Manual;2022;13 990
Dacia;Dacia Sandero 1.0 SCe Essential;52 828;Gasolina;Manual;2022;13 990
Dacia;Dacia Lodgy 1.5 dCi Confort+ 7L;480 000;Diesel;Manual;2015;4 650
Dacia;Dacia Sandero 1.0 SCe Essential;52 828;Gasolina;Manual;2022;13 990
Dacia;Dacia Sandero 1.5 Blue dCi Stepway;133 447;Diesel;Manual;2020;13 500
Dacia;Dacia Duster 1.5 dCi Confort Cuir;132 196;Diesel;Manual;2011;9 950
Dacia;Dacia Duster 1.0 TCe ECO-G Comfort Bi-Fuel;20 250;GPL;Manual;2022;17 500
Dacia;Dacia Sandero 1.0 TCe Stepway Extreme;37 584;Gasolina;Manual;2022;16 950
Dacia;Dacia Duster 1.3 TCe Extreme;39 468;Gasolina;Manual;2022;20 490
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;15 000;Diesel;Manual;2022;25 990
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;89 000;Diesel;Manual;2022;19 900
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;139 000;Diesel;Manual;2019;15 800
Dacia;Dacia Duster 1.0 TCe ECO-G Prestige Bi-Fuel;70 000;GPL;Manual;2021;16 900
Dacia;Dacia Duster 1.0 TCe ECO-G Prestige Bi-Fuel;45 499;Gasolina;Manual;2023;21 499
Dacia;Dacia Duster 1.0 TCe Comfort;31 966;Gasolina;Manual;2023;19 999
Dacia;Dacia Sandero 1.5 Blue dCi Comfort;197 000;Diesel;Manual;2019;11 999
Dacia;Dacia Sandero;209 160;Gasolina;Manual;2014;9 450
Dacia;Dacia Sandero 0.9 TCe Stepway;169 194;Gasolina;Manual;2017;9 980
Dacia;Dacia Sandero;199 890;Diesel;Manual;2013;9 900
Dacia;Dacia Logan MCV;88 998;Diesel;Automática;2017;12 900
Dacia;Dacia Spring Electric 45 Comfort Plus;6 000;Eléctrico;Automática;2023;13 800
Dacia;Dacia Duster 1.5 Blue dCi Extreme;11 500;Diesel;Manual;2024;25 900
Dacia;Dacia Logan MCV 1.5 Blue dCi Stepway;94 000;Diesel;Manual;2020;15 980
Dacia;Dacia Spring Electric 45 Comfort;19 000;Eléctrico;Automática;2022;14 490
Dacia;Dacia Duster 1.5 dCi Prestige;119 830;Diesel;Manual;2018;15 500
Dacia;Dacia Sandero 1.5 dCi Stepway;133 000;Diesel;Manual;2017;12 750
Dacia;Dacia Lodgy 1.2 TCe SL Best Choice 7L;55 000;Gasolina;Manual;2018;14 900
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;61 983;Diesel;Manual;2020;18 749
Dacia;Dacia Lodgy 1.5 dCi Prestige 7L;40 000;Diesel;Manual;2020;17 890
Dacia;Dacia Sandero 1.0 ECO-G Journey Bi-Fuel;9 686;GPL;Manual;2022;17 849
Dacia;Dacia Sandero 0.9 TCe Stepway Bi-Fuel;189 800;GPL;Manual;2013;7 490
Dacia;Dacia Dokker;113 500;Diesel;Manual;2018;8 950
Dacia;Dacia Duster 1.5 Blue dCi Prestige;15 000;Diesel;Manual;2022;21 300
Dacia;Dacia Lodgy 1.2 TCe Confort 7L;43 700;Gasolina;Manual;2017;12 750
Dacia;Dacia Sandero;115 347;Gasolina;Manual;2016;10 990
Dacia;Dacia Sandero 0.9 TCe Stepway 124g;122 661;Gasolina;Manual;2015;9 990
Dacia;Dacia Jogger 1.0 ECO-G SL Extreme+ Up&Go 7L Bi-Fuel;48 000;GPL;Manual;2024;19 900
Dacia;Dacia Sandero 1.0 ECO-G Stepway Bi-Fuel;140 000;GPL;Manual;2019;11 250
Dacia;Dacia Sandero 1.2 16V Confort Bi-Fuel;124 000;GPL;Manual;2010;7 500
Dacia;Dacia Lodgy 1.5 dCi Stepway 7L;150 000;Diesel;Manual;2017;13 250
Dacia;Dacia Logan MCV 1.5 dCi Comfort;153 365;Diesel;Manual;2018;9 680
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;98 000;Diesel;Manual;2022;19 500
Dacia;Dacia Duster 1.5 dCi Confort;165 000;Diesel;Manual;2011;10 500
Dacia;Dacia Duster 1.5 dCi Prestige;196 174;Diesel;Manual;2016;13 250
Dacia;Dacia Duster 1.5 Blue dCi Comfort;58 440;Diesel;Manual;2020;19 750
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;56 249;Diesel;Manual;2022;19 890
Dacia;Dacia Lodgy 1.5 Blue dCi Stepway 7L;59 990;Diesel;Manual;2022;19 890
Dacia;Dacia Logan MCV 0.9 TCe Comfort Bi-Fuel;98 916;GPL;Manual;2018;10 900
Dacia;Dacia Duster 1.5 Blue dCi Comfort;20 000;Diesel;Manual;2022;23 500
Dacia;Dacia Spring Electric 45 Comfort Plus;14 500;Eléctrico;Automática;2021;11 900
Dacia;Dacia Sandero 1.0 ECO-G Essential Bi-Fuel;14 368;GPL;Manual;2023;17 950
Dacia;Dacia Duster 1.0 TCe ECO-G Comfort Bi-Fuel;104 000;GPL;Manual;2020;16 500
Dacia;Dacia Sandero 1.0 TCe Stepway Essential;64 500;Gasolina;Manual;2021;15 400
Dacia;Dacia Spring Electric 45 Comfort Plus;14 644;Eléctrico;Automática;2021;13 300
Dacia;Dacia Duster 1.0 TCe ECO-G SL Extreme Bi-Fuel;102 500;GPL;Manual;2022;16 250
Dacia;Dacia Sandero 1.5 dCi Stepway;92 000;Diesel;Manual;2017;13 490
Dacia;Dacia Duster 1.5 dCi Confort Cuir;229 000;Diesel;Manual;2011;9 500
Dacia;Dacia Sandero 0.9 TCe Stepway Bi-Fuel;151 521;GPL;Manual;2017;10 900
Dacia;Dacia Logan MCV;105 000;Gasolina;Manual;2016;7 000
Dacia;Dacia Sandero 0.9 TCe Stepway;50 278;Gasolina;Manual;2015;10 490
Dacia;Dacia Sandero 1.0 SCe Comfort;52 693;Gasolina;Manual;2019;9 750
Dacia;Dacia Duster 1.5 Blue dCi Prestige;140 000;Diesel;Manual;2019;16 990
Dacia;Dacia Jogger 1.0 ECO-G SL Extreme+ Up&Go 7L Bi-Fuel;37 000;GPL;Manual;2023;22 450
Dacia;Dacia Sandero Stepway TCe 90 Prestige;108 501;Gasolina;Manual;2013;9 790
Dacia;Dacia Sandero SCe 75 Ambiance;91 400;Gasolina;Manual;2019;9 900
Dacia;Dacia Sandero 0.9 TCe Stepway;58 000;Gasolina;Manual;2019;11 990
Dacia;Dacia Sandero 1.5 dCi Stepway 105g;200 000;Diesel;Manual;2015;8 980
Dacia;Dacia Spring Electric 45 Comfort Plus;20 000;Eléctrico;Automática;2022;13 900
Dacia;Dacia Sandero 1.0 TCe Comfort;31 112;Gasolina;Manual;2022;14 990
Dacia;Dacia Logan MCV 1.5 Blue dCi Stepway;53 219;Diesel;Manual;2020;16 990
Dacia;Dacia Sandero 0.9 TCe Stepway;120 230;Gasolina;Manual;2015;9 250
Dacia;Dacia Jogger 1.0 ECO-G Extreme 7L Bi-Fuel;32 286;GPL;Manual;2023;22 490
Dacia;Dacia Sandero 1.0 TCe Stepway Comfort;24 705;Gasolina;Manual;2022;15 999
Dacia;Dacia Jogger;10 000;GPL;Manual;2023;21 000
Dacia;Dacia Duster 1.0 TCe ECO-G Extreme Bi-Fuel;48 000;GPL;Manual;2022;19 500
Dacia;Dacia Logan 1.5 dCi Confort Business;112 265;Diesel;Manual;2015;9 399
Dacia;Dacia Spring Electric 45 Essential;1 000;Eléctrico;Automática;2023;17 990
Dacia;Dacia Sandero 1.0 TCe Stepway Essential;12 000;Gasolina;Manual;2022;19 500
Dacia;Dacia Duster 1.0 TCe ECO-G SL Extreme Bi-Fuel;35 000;GPL;Manual;2021;16 290
Dacia;Dacia Logan MCV 1.5 dCi Comfort;168 000;Diesel;Manual;2018;10 900
Dacia;Dacia Sandero 1.0 TCe Stepway Expression;21 459;Gasolina;Manual;2023;17 480
Dacia;Dacia Jogger 1.0 TCe SL Extreme 7L;32 180;Gasolina;Manual;2023;21 480
Dacia;Dacia Duster 1.5 Blue dCi Prestige;82 999;Diesel;Manual;2019;18 980
Dacia;Dacia Logan MCV 1.0 ECO-G Stepway Bi-Fuel;45 200;GPL;Manual;2020;12 750
Dacia;Dacia Spring Electric 45 Comfort;10 000;Eléctrico;Automática;2022;12 900
Dacia;Dacia Spring Electric 45 Comfort Plus;34 000;Eléctrico;Automática;2021;14 500
Dacia;Dacia Lodgy TCe 100 GPF Start;109 230;Gasolina;Manual;2020;12 500
Dacia;Dacia Sandero 0.9 TCe Confort;114 799;Gasolina;Manual;2014;9 499
Dacia;Dacia Sandero 1.0 TCe Stepway Comfort;34 000;Gasolina;Manual;2022;15 450
Dacia;Dacia Jogger 1.0 ECO-G Extreme 7L Bi-Fuel;75 000;GPL;Manual;2023;16 450
Dacia;Dacia Duster 1.3 TCe SL Extreme;34 355;Gasolina;Manual;2023;20 950
Dacia;Dacia Sandero;116 544;Gasolina;Manual;2020;8 500
Dacia;Dacia Duster 1.0 TCe ECO-G Comfort Bi-Fuel;23 000;GPL;Manual;2023;19 990
Dacia;Dacia Logan MCV 0.9 TCe Confort;132 000;Gasolina;Manual;2015;8 950
Dacia;Dacia Lodgy;42 966;Diesel;Manual;2019;14 500
Dacia;Dacia Logan MCV 1.0 TCe Stepway;37 209;Gasolina;Manual;2019;13 990
Dacia;Dacia Sandero 1.0 TCe Stepway Expression;35 297;Gasolina;Manual;2023;16 850
Dacia;Dacia Spring Electric 45 Comfort;15 000;Eléctrico;Automática;2020;11 900
Dacia;Dacia Sandero 1.0 TCe Expression CVT;34 201;Gasolina;Automática;2023;20 490
Dacia;Dacia Sandero 1.0 ECO-G Essential Bi-Fuel;36 204;Gasolina;Manual;2023;16 499
Dacia;Dacia Spring Electric 45 Expression;2 377;Eléctrico;Automática;2023;17 900
Dacia;Dacia Logan MCV 0.9 TCe Stepway;85 000;Gasolina;Manual;2018;10 990
Dacia;Dacia Jogger 1.0 ECO-G Expression Bi-Fuel;29 800;GPL;Manual;2024;19 350
Dacia;Dacia Lodgy 1.5 dCi Prestige 7L;215 000;Diesel;Manual;2013;7 900
Dacia;Dacia Sandero 0.9 TCe Confort;154 405;Gasolina;Manual;2014;8 250
Dacia;Dacia Duster;32 841;Diesel;Manual;2022;21 950
Dacia;Dacia Sandero 1.0 TCe Stepway Expression;34 014;Gasolina;Manual;2023;17 490
Dacia;Dacia Spring Electric 45 Comfort Plus;28 000;Eléctrico;Automática;2022;13 490
Dacia;Dacia Sandero 1.2 16V Confort Bi-Fuel;140 000;GPL;Manual;2014;8 600
Dacia;Dacia Duster 1.5 dCi Comfort;150 000;Diesel;Manual;2016;13 990
Dacia;Dacia Sandero 1.0 SCe Comfort;27 897;Gasolina;Manual;2020;11 500
Dacia;Dacia Duster 1.5 dCi Prestige;143 000;Diesel;Manual;2017;14 980
Dacia;Dacia Sandero 0.9 TCe SL Stepway of Life Bi-Fuel;129 805;Gasolina;Manual;2019;11 400
Dacia;Dacia Spring Electric 45 Comfort Plus;4 000;Eléctrico;Automática;2021;12 490
Dacia;Dacia Duster 1.5 Blue dCi Prestige 4WD;152 101;Diesel;Manual;2021;18 490
Dacia;Dacia Spring Electric 45 Comfort;45 000;Eléctrico;Automática;2022;12 450
Dacia;Dacia Duster 1.5 Blue dCi Comfort;120 363;Diesel;Manual;2020;18 990
